# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
37984	1213	37381	 40039	 37139	 37380
50017	958	50038	 51494	 48973	 49565
51728	3451	48885	 47732	 55162	 55135
38080	5936	44956	 33516	 42841	 31010
55648	18339	78038	 37520	 37610	 69426
37902	12070	18565	 38946	 42566	 51534
52653	718	53384	 52452	 51600	 53177
53442	11680	54610	 34250	 65026	 59885
46997	2076	45965	 44589	 50179	 47257
47494	4120	48208	 49685	 40643	 51441
39493	6587	47345	 35066	 44351	 31212
40710	4579	35211	 47176	 42611	 37842
40236	3380	42378	 34399	 41819	 42349
38797	5036	41061	 30167	 41115	 42846
42374	11577	51389	 47321	 22492	 48295
37407	4708	29419	 40230	 38657	 41322
39607	11953	27258	 59391	 36014	 35765
31234	3744	27356	 37069	 31834	 28679
58233	3579	59264	 52269	 61725	 59677
63690	2924	65393	 58687	 64748	 65933
34843	5207	29219	 31458	 35833	 42863
42353	2618	42090	 42466	 38750	 46109
31484	3546	32857	 34389	 33272	 25418
38335	5239	41870	 34998	 44797	 31676
29599	7346	37311	 35943	 19638	 25507
35478	2765	36646	 39166	 34434	 31666
50669	5416	55066	 41907	 55263	 50441
49888	1831	48074	 52332	 48166	 50980
42231	5023	47123	 38933	 35747	 47123
37964	3517	38281	 32232	 39722	 41622
43238	1664	43358	 40602	 45156	 43837
36968	12976	36984	 18629	 36933	 55328
79753	84078	30578	 38075	 225165	 25197
35063	6735	27617	 37534	 30223	 44880
62335	2509	61464	 59524	 66385	 61967
33147	9090	39636	 17681	 39752	 35519
38145	1965	38854	 38165	 35093	 40471
40648	5872	37025	 37829	 36943	 50797
46728	3981	50047	 49866	 40221	 46780
35242	12540	22538	 44475	 23261	 50695
25573	5181	34318	 22952	 24121	 20904
42117	3864	46225	 42852	 43597	 35796
45976	6378	42049	 55842	 47027	 38986
31929	2169	30834	 33692	 34264	 28927
30434	5105	22685	 30655	 37007	 31390
42777	1934	45680	 41739	 40495	 43195
37472	3833	43520	 37515	 33076	 35777
49530	7681	47698	 37765	 57280	 55377
47798	13363	60469	 30021	 60946	 39759
80296	2852	76986	 77994	 82776	 83430
38210	7946	48174	 28847	 32189	 43630
41597	1167	39989	 43011	 41147	 42244
34965	6310	24329	 39463	 36148	 39920
53449	7042	49431	 65635	 49148	 49585
67237	21217	80036	 30509	 78405	 80001
49693	8156	53412	 39917	 44411	 61034
28627	4945	29634	 34905	 28907	 21064
48293	1772	46125	 50695	 49170	 47183
34916	10189	31215	 34396	 23022	 51033
43355	7665	31247	 42459	 48681	 51036
Total runtime = 23.2662s

# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 4096 	 4096 	 100 	 10

# Mean 	 Sdev 	 Rank 0
4081683	4051884	30077	 8078520	 29893	 8188244
311085	294538	17273	 633020	 17161	 576888
68472	53769	17396	 97425	 16794	 142275
79988	63134	16986	 146463	 16815	 139691
58328	44112	16671	 120694	 16794	 79153
65410	49782	16112	 103277	 16430	 125823
73525	58732	16447	 110406	 16633	 150616
64680	49678	16335	 96083	 16565	 129740
62037	45521	16478	 107862	 16555	 107253
74420	59081	16400	 149053	 16676	 115551
58756	42496	16234	 97673	 16430	 104687
72226	56570	16466	 142802	 16855	 112782
69733	54224	16307	 108867	 16576	 137184
65543	49957	16537	 100414	 16642	 128582
73032	57284	16484	 116105	 16598	 142944
70440	55646	16075	 142956	 16603	 106126
61628	48020	15637	 87047	 16008	 127820
60863	44760	15950	 102562	 16358	 108583
72011	56745	15927	 112692	 16620	 142805
43289	27203	16023	 65317	 16602	 75214
57783	41750	15778	 96198	 16420	 102739
60984	44640	16322	 101495	 16551	 109571
53301	40519	16536	 65683	 16684	 114304
57169	42815	16100	 79743	 16590	 116243
64399	48112	16189	 110444	 16430	 114535
79532	63160	16449	 137713	 16486	 147482
67266	51390	15805	 110321	 16576	 126363
58044	42184	16299	 91238	 16293	 108347
63713	47152	16680	 109408	 16464	 112301
53539	37164	16345	 94218	 16582	 87013
67942	52211	15948	 113053	 15966	 126801
64168	48970	16453	 95865	 16581	 127776
62688	48190	15838	 127128	 16566	 91222
61505	45206	16112	 104653	 16533	 108724
66964	50661	16255	 118553	 16362	 116689
86841	70495	16313	 156618	 16383	 158051
74278	58431	16246	 122333	 16301	 142235
58430	45272	16155	 123697	 16219	 77651
80004	63869	16271	 149737	 16283	 137727
53785	37396	16595	 87297	 16377	 94873
63867	48054	15788	 105960	 16187	 117533
55354	39356	16148	 87674	 16428	 101166
73515	56926	16426	 131203	 16757	 129674
61468	44786	16286	 103394	 17171	 109023
64041	50983	16375	 138141	 17025	 84624
61071	45357	16153	 118806	 17276	 92052
78298	62296	15814	 140858	 16190	 140331
65577	50014	16152	 128821	 17032	 100306
55020	39711	16311	 78420	 17151	 108199
55943	39536	16200	 90746	 16884	 99944
61609	45624	15879	 106026	 16106	 108425
300186	283587	15993	 613713	 18883	 552158
245921	247464	16528	 607233	 17043	 342882
115205	118815	16105	 307266	 16576	 120876
389864	391622	19447	 935389	 16537	 588084
82945	66609	16843	 157505	 16336	 141098
119049	117009	16748	 141685	 16380	 301383
80624	64602	16426	 148734	 15715	 141621
128282	114426	15881	 212831	 15316	 269100
125896	148171	16150	 376268	 15573	 95593
196888	182998	15592	 342516	 15671	 413773
501329	592281	15845	 1466505	 15643	 507324
241655	229887	15829	 527405	 15549	 407840
102227	86865	16455	 203988	 15679	 172789
70277	54819	16413	 136026	 15726	 112944
67340	51331	16282	 117021	 15765	 120295
58483	42574	16201	 102574	 15647	 99513
66371	50448	16198	 121721	 15901	 111667
82341	66228	15872	 146907	 16377	 150211
67371	51522	15642	 117676	 16072	 120096
80518	64446	16012	 141928	 16204	 147931
72148	56540	16482	 116643	 15904	 139566
57146	41228	16133	 103442	 16037	 92973
64920	50624	15904	 132440	 16182	 95156
67329	52036	16414	 103469	 16306	 133127
62124	45928	16071	 105689	 16384	 110355
54113	38937	16424	 105616	 16420	 77995
69789	53880	16392	 133871	 16505	 112391
62793	48595	16374	 87450	 16901	 130448
64508	48214	16241	 114252	 16371	 111169
70177	53993	16050	 119755	 16494	 128412
78170	61799	16489	 140516	 16256	 139421
60796	44509	16435	 100262	 16410	 110078
59120	43208	16238	 109078	 16163	 95003
67657	51435	16418	 113774	 16291	 124148
71124	54986	16062	 123080	 16295	 129060
68888	56096	16280	 149437	 16571	 93265
63565	47722	16261	 118229	 15972	 103799
70023	53837	17020	 113811	 16215	 133046
72849	55940	17426	 123712	 16616	 133645
76368	59612	16671	 131753	 16987	 140063
67352	50830	16222	 120926	 16901	 115361
76408	60211	16047	 140563	 16480	 132542
68622	53602	15878	 136487	 16390	 105733
70030	54247	16077	 110886	 16977	 136182
99037	85014	16157	 209940	 16658	 153394
76692	60615	15590	 136335	 16573	 138271
68857	52543	16310	 129345	 16974	 112801
73083	56891	15799	 126672	 16678	 133183
67155	50939	15788	 117817	 16649	 118369
59276	42626	16495	 106807	 17105	 96697
Total runtime = 26.0666s

# --- Read time in mikroseconds ---
# MPI_Comm_size: 12
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
4 	 3 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
310810	486534	2948	 3944	 3835	 57700	 20450	 59100	 1159298	 1167174	 1131480	 31698	 65817	 26286
26210	19856	2465	 1361	 3233	 21550	 49090	 68305	 31921	 19769	 19414	 18345	 48684	 30388
38856	28751	2528	 1064	 1813	 39425	 20224	 65463	 68444	 47777	 29950	 89822	 70722	 29046
40008	27451	2037	 1413	 1369	 20760	 69861	 46848	 76190	 48780	 31618	 61021	 77476	 42733
32476	27367	1591	 975	 1030	 99352	 59077	 29636	 57811	 29516	 34849	 29971	 26142	 19769
32983	24182	2246	 1507	 897	 47433	 65047	 22055	 16210	 53369	 35230	 72415	 26496	 52897
34418	23611	1340	 801	 810	 52112	 61525	 34655	 58331	 41797	 20465	 72662	 35689	 32838
39478	27530	1496	 897	 884	 67092	 52856	 29166	 56557	 30477	 43951	 90086	 65063	 35215
34477	25843	1339	 1874	 810	 74678	 27759	 53198	 19436	 75002	 47996	 54285	 38597	 18760
28586	20968	1506	 885	 889	 32850	 69718	 31174	 35588	 22318	 40511	 59928	 27930	 19737
32784	26088	1358	 804	 808	 87033	 28561	 49579	 59612	 38868	 19027	 57988	 15261	 34513
31786	25745	1508	 890	 893	 21077	 31416	 20490	 66426	 35033	 18957	 83415	 42563	 58774
41118	34920	1325	 791	 798	 64639	 20775	 43720	 44509	 29753	 65841	 116658	 19787	 84827
32562	26943	1526	 2147	 885	 17674	 48154	 18237	 37749	 63751	 16032	 85129	 65910	 33555
38889	27604	2104	 1502	 880	 55186	 28765	 72093	 88652	 30954	 54723	 61214	 44333	 26271
34414	25100	832	 1370	 805	 57780	 34803	 29403	 60654	 82289	 33589	 54542	 37994	 18912
34847	26059	892	 1491	 887	 60459	 36085	 76649	 75547	 24032	 47947	 27384	 20748	 46050
39954	31826	1866	 1337	 799	 86634	 29925	 68219	 45399	 20163	 19693	 69315	 93819	 42290
38683	26863	1590	 2265	 980	 75120	 27895	 48360	 50711	 68107	 30463	 56311	 76656	 25743
33988	27208	1363	 830	 806	 20327	 76279	 48201	 72720	 51605	 27206	 68528	 19633	 20359
32783	25653	2205	 1482	 862	 83947	 39313	 60019	 35243	 17142	 18079	 26162	 61857	 47090
29228	24912	1921	 1383	 834	 55689	 86149	 26593	 57118	 18984	 22407	 20128	 20817	 38719
25728	21056	1540	 885	 911	 70326	 19216	 36387	 38614	 19157	 18617	 24839	 58330	 19919
25007	19919	1912	 1359	 800	 13772	 33533	 62039	 23161	 20790	 24550	 61401	 36861	 19913
39916	28001	1607	 898	 882	 68562	 19054	 34711	 74020	 55469	 38094	 61420	 81547	 42739
31590	24934	1857	 1333	 792	 20757	 29511	 28465	 55489	 37775	 20894	 88077	 56739	 37401
32557	23495	3443	 2910	 879	 82937	 31187	 51628	 50037	 34600	 33231	 51219	 34202	 14420
22425	16593	1396	 832	 888	 62028	 22440	 40205	 21952	 26630	 22969	 19299	 23903	 26561
39324	30109	1477	 879	 888	 97979	 41208	 66114	 44738	 29058	 19172	 54975	 78539	 36863
37227	26543	2047	 857	 1453	 74932	 50679	 22087	 70459	 31481	 31989	 73721	 53678	 33345
30701	23812	913	 1489	 867	 56831	 12877	 29470	 79089	 30300	 43707	 27601	 29104	 56168
35712	27465	1420	 1992	 832	 51486	 84827	 33839	 31622	 17251	 27534	 60290	 78347	 39105
30844	24580	1991	 841	 1415	 18201	 49295	 28383	 51591	 32825	 13419	 83879	 55111	 33180
40022	30344	874	 857	 852	 43471	 29298	 66210	 16785	 40096	 58860	 74134	 99026	 49804
29799	23067	857	 845	 1432	 62669	 17295	 45129	 72895	 26022	 47716	 36967	 16072	 29694
32523	23506	1420	 838	 833	 38546	 24663	 43331	 51486	 25545	 27789	 55547	 38319	 81969
33940	24006	1432	 859	 838	 65835	 19424	 48890	 71220	 24822	 42625	 35908	 35765	 59664
21347	14443	1432	 875	 841	 20426	 35663	 18552	 47229	 23610	 28309	 25399	 15698	 38130
32644	26236	1415	 841	 838	 69944	 19544	 43561	 89189	 25725	 44262	 27685	 25188	 43545
30237	22181	1435	 2013	 837	 37941	 22067	 54575	 19785	 30222	 64766	 23926	 65872	 39406
36809	28082	1418	 839	 853	 49025	 30349	 75535	 53923	 34468	 15709	 86989	 61974	 30632
35083	24079	1409	 1980	 832	 51504	 68738	 33986	 50110	 23554	 70148	 57574	 27731	 33438
29622	22372	1425	 847	 841	 17069	 37212	 57451	 56089	 18884	 40881	 38054	 67588	 19125
35339	28016	2012	 1448	 849	 45412	 62912	 17984	 86721	 19207	 54812	 69480	 44544	 18695
33024	25291	1433	 845	 836	 18711	 44735	 70850	 49984	 35189	 79564	 27942	 19900	 46309
34284	24723	3744	 2841	 837	 25345	 61380	 44473	 69824	 40867	 19133	 24465	 43469	 75031
34068	23708	1415	 832	 844	 45176	 62589	 19490	 58707	 31415	 38538	 72512	 47768	 29539
30818	21388	2014	 1409	 827	 31876	 56628	 26526	 38288	 20881	 64894	 57703	 42916	 25858
22153	17069	1423	 849	 838	 21038	 18886	 38532	 41160	 21034	 60717	 16814	 22179	 22368
29800	24472	1429	 843	 834	 73536	 19413	 55380	 59544	 27295	 21117	 16421	 23045	 58746
32810	25936	1435	 841	 856	 16440	 55920	 36678	 18970	 59004	 35135	 81374	 62981	 24092
33486	25310	2004	 1413	 833	 70217	 48394	 19673	 41124	 17589	 57242	 48943	 21234	 73170
45295	33317	862	 861	 863	 39573	 97329	 78120	 57337	 39097	 83796	 80382	 46139	 19191
28508	20705	1425	 841	 841	 65110	 38144	 20491	 52470	 35510	 23132	 52595	 34005	 17543
42530	29832	2009	 1416	 824	 28507	 52887	 83042	 60323	 43621	 91598	 51675	 67341	 27123
29537	22698	2003	 1423	 829	 18587	 57105	 25339	 47110	 29011	 21592	 77560	 44822	 29064
29915	22448	2051	 1472	 888	 70617	 22836	 51677	 25870	 31247	 60937	 23940	 19700	 47749
35677	26621	1442	 837	 840	 30526	 70047	 45877	 22663	 22737	 42152	 67001	 82584	 41419
34923	25798	1444	 861	 839	 51681	 16390	 71467	 74435	 44856	 47361	 56877	 34887	 17989
27526	23118	1444	 853	 2014	 24246	 45331	 13836	 55184	 80506	 24817	 31222	 36700	 14159
34922	27317	876	 868	 881	 21419	 34611	 68807	 84975	 19409	 52974	 65212	 43376	 25663
30362	22951	1422	 847	 842	 16204	 64689	 44000	 53527	 19019	 26769	 47136	 64836	 25055
33347	26906	1436	 850	 838	 39490	 22171	 63968	 18504	 91897	 49839	 36652	 21538	 52981
29962	22412	2002	 1423	 839	 22381	 37570	 63452	 68171	 52895	 25611	 16080	 27266	 41856
27821	22104	1465	 864	 846	 34506	 19644	 21199	 83250	 31654	 44523	 27030	 27202	 41672
36284	24814	1485	 2270	 882	 17526	 69170	 50416	 48770	 27366	 62094	 52698	 67314	 35423
26511	20024	1319	 1957	 795	 45046	 20807	 58302	 54535	 37229	 14255	 45576	 20523	 17791
33064	27606	1464	 2140	 849	 17310	 36854	 61127	 61733	 31076	 13872	 57855	 22944	 89551
31211	22015	1826	 1326	 779	 25759	 66418	 52155	 59928	 28991	 46671	 19661	 25844	 45174
33490	25235	1446	 868	 859	 22529	 78640	 46696	 66286	 40899	 25354	 60613	 38275	 19415
32234	27513	1798	 1292	 773	 24708	 75845	 49815	 83379	 59409	 34819	 18802	 17402	 18769
30570	21447	1442	 2163	 857	 25518	 43322	 58664	 60332	 24508	 40710	 57063	 37029	 15240
31754	26194	1806	 1302	 771	 26821	 44574	 75970	 70946	 13034	 27609	 33429	 66608	 18182
30303	23184	1441	 861	 852	 18979	 52373	 71068	 22717	 17168	 41984	 46749	 61352	 28092
34118	25641	1775	 1267	 761	 25516	 72537	 56564	 32969	 17813	 62620	 67881	 21132	 48586
28739	21815	1409	 843	 851	 14373	 64767	 37960	 34443	 19811	 42584	 62289	 46126	 19414
23611	17147	1794	 1281	 769	 50826	 15456	 32387	 29776	 15576	 44480	 28618	 46513	 15861
30667	24331	2058	 1428	 833	 71524	 49409	 25121	 68526	 15005	 33363	 55358	 28469	 16911
55435	39771	1289	 786	 781	 19304	 39935	 71621	 81129	 84062	 64469	 117451	 101034	 83368
38244	29097	1480	 873	 890	 17947	 43833	 65548	 66747	 31793	 49355	 97068	 55226	 28173
36616	28898	1291	 787	 783	 20092	 37604	 64871	 36629	 19411	 73827	 89716	 61490	 32901
37192	27329	1436	 862	 860	 48667	 25280	 79461	 76384	 31657	 47933	 51053	 18177	 64543
33230	22879	1785	 1285	 769	 28965	 46220	 70172	 33080	 49916	 25101	 65643	 48591	 27234
44943	35873	2011	 1430	 833	 63962	 79675	 106615	 40765	 22205	 56297	 35367	 27518	 102647
31389	22556	1987	 1424	 835	 34636	 27101	 59727	 61247	 17621	 44885	 63994	 42804	 20413
33924	27875	1275	 761	 756	 17188	 68031	 42097	 17493	 85476	 48556	 66313	 16936	 42215
32353	26011	1442	 870	 861	 15988	 71167	 27140	 27467	 77738	 44275	 37989	 19886	 63423
29963	22154	1292	 1798	 776	 32146	 56189	 23584	 28073	 64526	 47972	 26240	 16036	 60929
33900	25522	1478	 856	 846	 28914	 65125	 47884	 66142	 23815	 27212	 75445	 19178	 49912
45345	37882	1823	 1275	 763	 92322	 23852	 65932	 45097	 68043	 22142	 118882	 81617	 22399
37602	25687	2123	 1439	 843	 76420	 56905	 37484	 64340	 25561	 39069	 47896	 28768	 70381
36742	26463	1334	 792	 782	 87711	 32055	 55467	 39054	 60481	 38748	 66599	 30981	 26900
33793	23121	2104	 1422	 843	 42788	 41773	 23329	 67603	 36423	 54352	 41775	 23529	 69585
44414	34470	1308	 788	 774	 111923	 36328	 79599	 35450	 86072	 59792	 36882	 24554	 59506
29722	22707	1455	 852	 832	 34290	 19373	 64547	 42913	 65359	 25286	 30579	 15032	 56157
33605	25680	1813	 1284	 763	 41112	 20191	 67764	 54090	 71023	 20408	 41723	 17145	 65945
41685	28470	2043	 1429	 840	 40202	 55804	 76040	 46154	 89066	 70263	 30046	 32885	 55455
28367	21560	1342	 782	 781	 17144	 40206	 55717	 19134	 40351	 27386	 51226	 19501	 66844
34879	25641	1493	 869	 875	 16717	 41947	 83048	 49482	 32402	 58848	 62317	 45640	 24920
30954	24634	1309	 783	 771	 16644	 31811	 54420	 37960	 16771	 62958	 46079	 78552	 23395
33462	27190	1438	 865	 861	 33785	 15830	 53833	 92208	 32208	 63870	 55564	 24260	 26826
Total runtime = 9.12989s

# --- Read time in mikroseconds ---
# MPI_Comm_size: 12
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
4 	 3 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
121880	74167	10285	 15014	 15076	 176475	 173080	 91428	 117047	 195753	 235417	 90742	 172920	 169329
92812	58797	5099	 11744	 8394	 114799	 90722	 119699	 106080	 216334	 78084	 105252	 113133	 144414
84519	50599	4245	 4492	 7540	 128063	 101569	 88632	 107775	 103449	 101611	 87430	 174722	 104709
87975	49841	9438	 4114	 6956	 85874	 141143	 131934	 108452	 90338	 101528	 131139	 137195	 107600
108207	68475	9204	 4262	 6866	 215574	 138069	 127774	 106783	 110997	 125285	 112643	 217953	 123082
81490	53134	6476	 3997	 9077	 76589	 83403	 93157	 106178	 91845	 87674	 107161	 202378	 109954
94519	59644	8929	 3881	 6482	 201067	 123581	 86457	 135304	 101158	 119470	 94704	 163655	 89545
88362	65069	8656	 3983	 6345	 200183	 80258	 82292	 89536	 103674	 91801	 57674	 213451	 122495
84178	54968	6272	 3834	 8444	 188523	 74475	 107312	 96762	 95286	 97370	 161228	 91827	 78811
93187	61603	6331	 3868	 3897	 196532	 79505	 116336	 86802	 108607	 128015	 98582	 188328	 101446
88333	63349	6272	 3948	 8813	 175744	 101462	 71371	 91289	 76234	 86109	 147651	 76097	 215015
116907	92722	5824	 3576	 8135	 183919	 96988	 265577	 105196	 89607	 75538	 288458	 195125	 84948
100056	78346	8664	 3940	 6417	 74575	 73129	 155821	 187486	 274312	 102885	 78357	 74446	 160644
120051	89942	8164	 3595	 5918	 105707	 94123	 186649	 164531	 154631	 81997	 103038	 215799	 316460
98433	73775	8906	 4203	 6500	 96905	 106073	 183180	 74845	 263004	 164948	 108351	 86045	 78247
102777	70337	6186	 3805	 3848	 209712	 103497	 138420	 96675	 71448	 197188	 113003	 190516	 99029
107745	77736	6204	 3889	 8587	 95796	 186167	 270284	 126401	 92930	 96200	 100605	 197875	 108003
110821	78737	6374	 3888	 4148	 96478	 104046	 184348	 186961	 96809	 266939	 91633	 176225	 112008
98824	74401	4083	 3983	 4107	 136213	 73589	 245209	 95808	 85741	 99379	 99848	 223735	 114195
111393	77784	6366	 3924	 3939	 150897	 235040	 79530	 109642	 91350	 211396	 110043	 211766	 122829
115978	84562	6387	 3869	 3926	 99128	 268749	 175091	 206982	 92731	 93047	 117455	 225179	 99196
138365	100654	6470	 3859	 3917	 81083	 277778	 178717	 273906	 101473	 177841	 268374	 195545	 91419
117548	80859	6302	 3834	 3887	 226676	 88648	 108274	 212013	 124954	 213457	 104819	 105719	 212002
90301	57076	8325	 6080	 3904	 100719	 177566	 182465	 92689	 123571	 88650	 102321	 108574	 88753
105873	70320	6154	 3760	 3836	 164628	 175613	 93380	 149927	 85636	 166804	 109251	 88533	 222959
112182	94364	8372	 3860	 6144	 86767	 154465	 83122	 135234	 92416	 100159	 111041	 208568	 356038
139969	96712	13866	 11507	 3977	 98692	 217637	 292138	 281183	 112136	 196832	 120856	 116199	 214606
108286	78773	6365	 3895	 3878	 99489	 193262	 96490	 154880	 180198	 93746	 63081	 140233	 263917
107575	82032	6232	 3854	 3848	 86172	 232926	 169041	 175454	 79713	 258576	 91814	 85560	 97713
140578	104511	6160	 3879	 3881	 67902	 249222	 153210	 204149	 295727	 101465	 201950	 104875	 294527
117930	79270	8551	 3799	 6354	 169311	 247240	 92145	 95747	 206622	 193936	 108303	 105561	 177592
118006	89413	8413	 4038	 6185	 94870	 297210	 195905	 89175	 203669	 93736	 88411	 116068	 218396
