# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
2493	154	2280	 2686	 2471	 2537
1365	64	1444	 1333	 1356	 1330
1309	55	1375	 1243	 1351	 1267
1265	63	1329	 1207	 1288	 1239
1247	40	1314	 1222	 1209	 1243
1233	69	1319	 1222	 1166	 1228
1246	55	1326	 1224	 1194	 1241
1235	63	1315	 1216	 1190	 1222
1227	61	1320	 1195	 1172	 1222
1235	50	1321	 1198	 1204	 1217
1244	67	1334	 1223	 1199	 1223
1231	66	1320	 1197	 1199	 1211
1222	59	1324	 1191	 1175	 1198
1227	62	1322	 1190	 1177	 1220
1239	54	1322	 1214	 1205	 1216
1232	67	1316	 1209	 1176	 1230
1220	46	1299	 1194	 1183	 1204
1236	60	1339	 1208	 1188	 1209
1235	53	1327	 1212	 1195	 1206
1237	68	1329	 1207	 1195	 1220
1243	62	1331	 1209	 1199	 1235
1223	65	1327	 1195	 1175	 1196
1236	69	1330	 1218	 1194	 1205
1228	66	1322	 1196	 1221	 1175
1231	68	1322	 1185	 1223	 1197
1230	56	1328	 1194	 1199	 1199
1254	64	1336	 1270	 1213	 1199
1248	63	1321	 1300	 1190	 1181
1246	64	1330	 1287	 1182	 1185
1258	94	1396	 1258	 1183	 1198
1241	54	1312	 1261	 1189	 1203
1253	55	1334	 1274	 1202	 1202
1235	65	1314	 1262	 1185	 1181
1264	56	1334	 1290	 1217	 1216
1241	71	1330	 1266	 1169	 1201
1237	63	1315	 1259	 1185	 1191
1250	59	1322	 1259	 1194	 1227
1238	33	1275	 1251	 1184	 1242
1238	31	1270	 1261	 1189	 1232
1247	79	1353	 1264	 1157	 1216
1226	37	1270	 1217	 1191	 1227
1222	50	1284	 1211	 1185	 1210
1227	55	1311	 1215	 1185	 1198
1235	54	1319	 1220	 1202	 1200
1229	34	1284	 1213	 1227	 1192
1222	61	1313	 1222	 1163	 1191
1228	58	1304	 1224	 1180	 1206
1212	34	1239	 1233	 1183	 1194
1228	64	1307	 1215	 1175	 1218
1229	54	1317	 1229	 1175	 1195
1227	47	1299	 1238	 1177	 1194
1248	73	1353	 1267	 1149	 1223
1166	138	1288	 1231	 935	 1211
1173	143	1309	 1245	 943	 1197
1188	142	1306	 1250	 952	 1246
1169	145	1284	 1242	 924	 1227
1187	134	1283	 1256	 963	 1248
1190	136	1301	 1246	 964	 1251
1171	132	1275	 1222	 953	 1236
1186	146	1300	 1244	 946	 1257
1172	129	1288	 1172	 961	 1267
1181	153	1291	 1241	 921	 1272
1170	129	1267	 1200	 955	 1259
1177	154	1289	 1224	 924	 1274
1126	163	1295	 1020	 925	 1267
1129	156	1300	 1014	 944	 1260
1112	151	1285	 1044	 910	 1212
1133	161	1322	 1032	 923	 1255
1279	232	1524	 1017	 1081	 1495
1296	247	1599	 1009	 1109	 1469
1121	160	1268	 1007	 927	 1284
1150	182	1373	 1018	 939	 1273
1132	156	1295	 1006	 956	 1273
1176	170	1392	 1124	 939	 1251
1167	153	1308	 1160	 931	 1272
1111	142	1249	 994	 946	 1255
1125	161	1289	 1010	 923	 1278
1115	160	1280	 989	 935	 1259
1104	149	1289	 1001	 920	 1206
1114	153	1271	 989	 939	 1258
1113	149	1267	 1005	 932	 1249
1136	156	1307	 1005	 957	 1275
1124	153	1299	 1002	 952	 1245
1112	139	1233	 1019	 945	 1254
1114	137	1235	 1012	 958	 1254
1108	136	1234	 999	 955	 1246
1109	138	1243	 1013	 941	 1241
1118	148	1275	 1009	 948	 1243
1106	136	1267	 1017	 940	 1202
1117	134	1276	 1025	 959	 1210
1118	134	1276	 1023	 957	 1217
1116	136	1276	 1033	 943	 1213
1111	129	1280	 1038	 944	 1182
1117	134	1273	 1017	 953	 1225
1111	133	1257	 1010	 949	 1228
1125	130	1267	 1035	 961	 1237
1124	138	1274	 1033	 959	 1233
1108	127	1262	 1030	 957	 1186
1115	123	1271	 1041	 957	 1191
1111	123	1251	 1022	 959	 1212
1118	122	1269	 1023	 974	 1206
Total runtime = 0.15168s

# File Size:
-rw-r--r--. 1 kduwe iks 94K Aug 18 06:51 /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
total 6.4G
drwxr-xr-x. 2 kduwe iks    5 Aug 18 06:51 .
drwxr-xr-x. 4 kduwe iks    4 Aug 18 06:51 ..
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.0
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.1
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.2
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.3
-rw-r--r--. 1 kduwe iks 1.4K Aug 18 06:51 profiling.json
# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
9072	386	9163	 8955	 9597	 8576
5612	228	5816	 5498	 5820	 5316
