# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
2164	34	2212	 2146	 2121	 2177
1080	66	1151	 979	 1101	 1090
918	37	955	 899	 940	 879
872	35	889	 829	 907	 864
850	22	869	 812	 861	 858
828	20	819	 817	 813	 863
819	31	808	 811	 797	 861
813	46	819	 800	 776	 860
812	37	819	 793	 776	 861
810	35	816	 780	 790	 855
804	49	798	 777	 780	 864
801	33	779	 805	 766	 854
839	71	785	 932	 771	 870
800	45	780	 798	 766	 858
796	45	805	 767	 762	 852
799	49	808	 759	 768	 863
796	45	784	 764	 780	 858
791	52	774	 758	 776	 859
813	48	785	 756	 860	 852
797	45	794	 769	 770	 857
783	48	768	 754	 761	 851
800	41	813	 768	 765	 855
784	53	759	 766	 759	 855
779	45	734	 773	 764	 846
782	54	753	 760	 762	 856
778	45	747	 757	 761	 848
784	50	749	 756	 777	 856
766	36	740	 746	 760	 819
767	30	741	 750	 759	 818
768	41	741	 747	 745	 839
775	36	754	 754	 766	 827
766	35	725	 761	 755	 823
762	49	732	 752	 744	 823
766	46	744	 748	 754	 821
764	37	744	 743	 765	 806
767	32	765	 727	 759	 817
777	46	760	 747	 761	 842
770	47	759	 730	 750	 842
816	73	757	 838	 753	 918
767	29	733	 757	 764	 814
775	44	729	 795	 759	 819
760	43	732	 751	 753	 807
757	36	730	 744	 746	 809
754	42	736	 729	 744	 809
757	30	730	 735	 755	 808
750	30	724	 728	 748	 800
774	45	753	 746	 779	 821
779	59	725	 743	 845	 806
761	33	725	 737	 770	 812
753	36	731	 738	 751	 794
755	34	734	 736	 746	 805
759	41	751	 739	 747	 802
764	44	786	 732	 741	 800
753	42	740	 734	 743	 798
750	42	714	 739	 747	 802
757	32	734	 746	 747	 802
747	40	723	 736	 746	 786
759	36	720	 748	 764	 805
757	44	734	 744	 746	 807
759	48	727	 736	 760	 816
753	39	721	 746	 747	 800
751	37	730	 738	 742	 796
753	29	730	 744	 748	 791
745	27	716	 746	 730	 788
740	32	723	 737	 717	 784
742	25	730	 737	 716	 785
742	30	713	 737	 725	 793
744	30	725	 737	 718	 796
749	37	727	 744	 735	 792
753	34	735	 749	 742	 788
749	35	744	 742	 715	 796
744	42	725	 737	 716	 800
767	53	730	 828	 718	 794
748	32	736	 741	 724	 792
738	29	714	 734	 716	 788
738	29	714	 732	 719	 787
750	37	721	 743	 748	 790
773	73	722	 743	 738	 891
745	43	717	 735	 738	 793
743	37	730	 735	 721	 788
753	19	743	 739	 743	 787
751	42	759	 736	 721	 791
748	23	747	 732	 726	 787
750	40	737	 733	 743	 790
745	22	729	 731	 737	 783
736	28	713	 729	 718	 784
750	37	747	 734	 718	 802
758	40	755	 753	 722	 804
749	32	753	 735	 720	 789
750	22	743	 733	 736	 788
751	46	743	 737	 721	 806
752	36	752	 730	 735	 793
747	41	739	 732	 729	 791
743	32	738	 728	 720	 787
751	43	759	 732	 723	 793
744	33	744	 727	 718	 788
743	30	743	 729	 720	 781
752	23	746	 755	 721	 786
744	30	744	 733	 718	 782
748	35	743	 730	 735	 786
756	28	778	 740	 718	 788
Total runtime = 0.107246s

# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp3-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
7509	244	7494	 7334	 7308	 7901
3907	76	3972	 3828	 3864	 3965
3808	192	3821	 3635	 3678	 4100
3728	179	3700	 3601	 3611	 4003
3707	171	3682	 3562	 3600	 3985
3678	129	3669	 3579	 3584	 3881
3692	164	3713	 3543	 3560	 3952
3647	140	3631	 3535	 3566	 3858
3622	116	3581	 3534	 3551	 3822
3646	125	3580	 3601	 3569	 3836
3617	106	3572	 3548	 3547	 3801
3642	107	3666	 3548	 3546	 3808
3656	129	3621	 3585	 3582	 3839
3636	130	3611	 3547	 3571	 3818
3647	109	3608	 3549	 3598	 3833
3763	199	3564	 4059	 3598	 3831
3661	95	3589	 3613	 3616	 3826
3619	130	3544	 3532	 3603	 3800
3632	105	3554	 3576	 3603	 3796
3635	135	3551	 3555	 3609	 3828
3605	134	3511	 3511	 3578	 3821
3598	146	3513	 3502	 3537	 3841
3592	141	3509	 3495	 3528	 3836
3611	159	3524	 3518	 3536	 3868
3602	158	3537	 3505	 3512	 3856
3611	172	3520	 3507	 3517	 3901
3615	151	3526	 3521	 3536	 3877
3603	153	3541	 3511	 3504	 3857
3602	168	3518	 3509	 3507	 3876
3596	164	3509	 3516	 3500	 3861
3606	145	3522	 3524	 3532	 3847
3593	150	3498	 3529	 3528	 3820
3620	179	3496	 3530	 3533	 3922
3605	213	3414	 3530	 3528	 3950
3578	162	3416	 3532	 3541	 3825
3573	156	3412	 3517	 3545	 3819
3576	160	3429	 3496	 3545	 3835
3579	157	3417	 3543	 3556	 3803
3554	165	3403	 3473	 3547	 3796
3560	136	3432	 3482	 3538	 3788
3555	165	3406	 3450	 3533	 3831
3608	196	3435	 3523	 3552	 3924
3590	176	3406	 3460	 3657	 3838
