
# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
6881	 1332	 9126	 5898	 6610	 5893
4558	 1084	 6431	 4006	 3936	 3861
4685	 1197	 6754	 3865	 4102	 4019
4589	 1229	 6717	 3864	 3888	 3888
4353	 867	 5854	 3847	 3893	 3818
4556	 1167	 6578	 3858	 3932	 3856
4352	 820	 5768	 3857	 3931	 3854
4528	 953	 6176	 4030	 4030	 3876
4522	 1102	 6427	 3849	 3942	 3872
6559	 1199	 8592	 5499	 6082	 6065
4796	 972	 6463	 4043	 4341	 4339
5220	 1255	 7302	 3932	 4818	 4828
4441	 1043	 6247	 3809	 3860	 3849
4545	 1148	 6534	 3832	 3909	 3905
4574	 1167	 6595	 3965	 3873	 3863
4506	 998	 6222	 4098	 3858	 3849
4695	 1088	 6547	 4397	 4002	 3834
4553	 975	 6229	 4014	 4118	 3854
5043	 1054	 6869	 4394	 4452	 4457
4535	 1069	 6374	 3825	 4098	 3845
4617	 929	 6224	 3993	 4125	 4126
4361	 913	 5937	 3808	 3846	 3856
5116	 2300	 9100	 3817	 3779	 3769
5148	 2374	 9259	 3821	 3762	 3751
4809	 1791	 7912	 3825	 3754	 3745
4479	 958	 6123	 4057	 4008	 3729
4483	 1177	 6521	 3855	 3775	 3782
5310	 2205	 9130	 4051	 4034	 4026
4373	 969	 6048	 3851	 3796	 3799
4481	 1086	 6359	 3788	 3894	 3885
4720	 1572	 7441	 3793	 3827	 3821
4346	 984	 6050	 3833	 3751	 3750
4997	 2101	 8635	 3832	 3751	 3773
4398	 1087	 6281	 3835	 3738	 3738
4453	 961	 6100	 4106	 3859	 3749
4643	 1417	 7089	 3798	 3973	 3715
4588	 1100	 6489	 3935	 3985	 3946
4365	 989	 6078	 3806	 3788	 3788
4737	 1111	 6641	 3838	 4226	 4243
4707	 1079	 6531	 3752	 4148	 4399
4348	 1004	 6085	 3731	 3786	 3791
4629	 1094	 6499	 3737	 4147	 4136
4468	 1062	 6296	 3703	 3941	 3935
4747	 1424	 7189	 4260	 3770	 3770
5894	 3274	 11555	 4303	 3939	 3782
4911	 1379	 7290	 4279	 3926	 4149
4827	 1111	 6744	 4335	 4120	 4110
4748	 1150	 6740	 4067	 4101	 4084
5456	 2190	 9244	 4089	 4126	 4367
4745	 1206	 6833	 4048	 4057	 4043
4637	 1238	 6765	 3843	 3756	 4184
4516	 993	 6228	 4016	 3798	 4023
4421	 811	 5819	 3985	 3821	 4059
5308	 2238	 9173	 3851	 3924	 4287
4577	 1089	 6461	 3930	 3967	 3952
4318	 891	 5861	 3873	 3769	 3769
4444	 930	 6052	 3859	 3937	 3930
4549	 1247	 6708	 3879	 3783	 3827
4382	 1002	 6116	 3848	 3782	 3783
4343	 970	 6018	 3777	 3785	 3795
5957	 3840	 12608	 3726	 3761	 3736
5834	 3494	 11885	 3904	 3771	 3777
4425	 1038	 6216	 3888	 3900	 3697
4498	 946	 6133	 3948	 3955	 3958
4604	 1539	 7268	 3718	 3702	 3730
4437	 1071	 6287	 3714	 3857	 3892
4337	 1054	 6163	 3711	 3739	 3735
4288	 1006	 6032	 3712	 3707	 3701
4665	 1111	 6560	 3725	 4181	 4195
5365	 2317	 9361	 3701	 4207	 4194
4594	 1081	 6445	 3702	 4123	 4106
4764	 1056	 6577	 3925	 4281	 4273
4450	 878	 5971	 3928	 3962	 3939
4621	 1064	 6458	 4007	 3899	 4121
4891	 1218	 6982	 4448	 4068	 4068
5642	 2351	 9707	 4518	 4146	 4197
4915	 1338	 7230	 4120	 4165	 4147
4778	 1074	 6615	 4405	 4134	 3960
4703	 801	 6088	 4218	 4256	 4251
4805	 1668	 7687	 3718	 4041	 3774
4609	 1209	 6644	 3680	 4399	 3713
4254	 920	 5844	 3707	 3737	 3730
4793	 1362	 7151	 3985	 4026	 4012
4653	 1425	 7117	 3707	 3919	 3870
4385	 917	 5962	 3726	 3901	 3954
4308	 996	 6031	 3750	 3736	 3717
4452	 1021	 6203	 4102	 3752	 3752
4298	 973	 5979	 3739	 3756	 3721
4309	 1013	 6059	 3742	 3740	 3698
4337	 953	 5976	 3709	 3929	 3737
5014	 2239	 8890	 3697	 3760	 3712
4736	 1190	 6794	 4038	 4070	 4045
4450	 1239	 6596	 3752	 3742	 3711
4605	 1430	 7083	 3804	 3739	 3794
4266	 959	 5926	 3718	 3735	 3686
4462	 1094	 6343	 4046	 3736	 3724
4496	 1322	 6786	 3734	 3750	 3714
4343	 1063	 6180	 3793	 3722	 3679
4451	 1082	 6320	 3740	 3974	 3770
6209	 1189	 8261	 5413	 5486	 5677
Total runtime = 7.28057s
-rw-r--r--. 1 kduwe iks 53K Aug  5 20:21 /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp

# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
21587	 1259	 23678	 21400	 20672	 20601
17198	 1142	 19167	 16668	 16587	 16370
17171	 1105	 19084	 16538	 16586	 16476
17323	 1435	 19795	 16631	 16468	 16400
17721	 1356	 20048	 17111	 16898	 16830
17192	 1325	 19476	 16376	 16584	 16333
