
# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp3_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
12577	 955	 14228	 11984	 12131	 11965
10370	 856	 11840	 9888	 9950	 9804
10246	 970	 11922	 9674	 9738	 9651
10759	 1334	 13068	 10087	 9949	 9932
10171	 870	 11679	 9647	 9706	 9652
10319	 916	 11872	 10057	 9739	 9610
10249	 883	 11751	 9933	 9711	 9604
11093	 2247	 14971	 10080	 9697	 9626
10298	 718	 11525	 9893	 9879	 9898
12421	 1018	 14175	 11842	 11870	 11799
10377	 1075	 12229	 9946	 9643	 9690
10535	 1553	 13224	 9573	 9694	 9649
10360	 1025	 12133	 9748	 9875	 9684
10778	 1029	 12561	 10161	 10193	 10197
10764	 1106	 12674	 10148	 10186	 10049
10254	 996	 11969	 9768	 9636	 9645
10286	 1065	 12115	 9618	 9798	 9616
10230	 909	 11801	 9682	 9817	 9620
10636	 1189	 12684	 9867	 10084	 9911
10494	 1376	 12867	 9679	 9802	 9631
10412	 1220	 12515	 9660	 9778	 9698
11463	 2830	 16360	 9802	 9891	 9802
10586	 1517	 13208	 9717	 9732	 9689
10315	 1136	 12280	 9653	 9672	 9656
11089	 2486	 15391	 9680	 9659	 9629
10152	 926	 11738	 9657	 9717	 9499
10254	 992	 11959	 9734	 9668	 9658
10666	 1236	 12769	 10345	 9804	 9746
10414	 1063	 12255	 9872	 9758	 9771
25072	 27076	 71970	 9484	 9432	 9403
10531	 922	 12110	 9913	 10095	 10009
10667	 1232	 12802	 9929	 9979	 9958
10028	 895	 11578	 9468	 9527	 9539
10805	 2200	 14613	 9473	 9594	 9541
10434	 958	 12079	 9938	 9861	 9861
10630	 1285	 12828	 9583	 10088	 10022
10479	 1128	 12420	 9753	 9873	 9873
10416	 926	 12001	 9727	 10019	 9919
10545	 1056	 12330	 9597	 10194	 10060
10354	 816	 11765	 9960	 9903	 9788
10583	 975	 12231	 9691	 10267	 10143
10280	 923	 11873	 9684	 9832	 9732
10290	 911	 11865	 9715	 9864	 9716
10632	 1497	 13225	 9722	 9828	 9753
11637	 2882	 16628	 10072	 9984	 9864
10508	 973	 12148	 9684	 10215	 9988
10210	 892	 11749	 9653	 9786	 9653
10220	 951	 11856	 9674	 9764	 9588
10324	 884	 11839	 9824	 9890	 9746
10468	 1025	 12237	 9940	 9899	 9797
10358	 967	 12020	 9641	 9885	 9887
10109	 927	 11704	 9667	 9558	 9509
10062	 893	 11599	 9684	 9489	 9477
10116	 991	 11811	 9718	 9487	 9451
10593	 1178	 12626	 9991	 9881	 9876
10450	 1198	 12521	 9724	 9746	 9810
10170	 1077	 12032	 9671	 9517	 9460
10352	 1343	 12669	 9634	 9604	 9504
11208	 2652	 15797	 9710	 9672	 9656
10391	 1074	 12240	 9780	 9776	 9771
10370	 1156	 12361	 9536	 9890	 9693
10637	 1289	 12795	 9404	 10246	 10105
10097	 1077	 11952	 9452	 9508	 9479
10744	 1345	 12964	 9372	 10277	 10366
10332	 1082	 12196	 9554	 9885	 9693
10259	 1043	 12032	 9385	 9784	 9837
10369	 1221	 12451	 9386	 9872	 9770
10212	 998	 11917	 9403	 9807	 9722
10123	 934	 11715	 9331	 9797	 9649
11050	 2235	 14921	 9689	 9831	 9759
10149	 1082	 12000	 9306	 9661	 9631
10280	 1371	 12638	 9245	 9618	 9620
9998	 1056	 11816	 9284	 9444	 9450
10027	 1036	 11819	 9355	 9539	 9395
10343	 1026	 12113	 9672	 9840	 9748
10323	 1286	 12520	 9253	 9826	 9693
10050	 1057	 11856	 9231	 9574	 9542
10042	 1020	 11795	 9253	 9530	 9590
10377	 1463	 12893	 9252	 9733	 9630
10487	 1037	 12279	 9780	 10008	 9881
10333	 1224	 12391	 9205	 9906	 9833
9985	 1197	 12051	 9229	 9365	 9297
10093	 1073	 11931	 9222	 9643	 9576
10772	 1383	 13020	 9248	 10513	 10307
10360	 1204	 12434	 9647	 9738	 9624
10818	 1427	 13128	 9238	 10522	 10386
10510	 1208	 12506	 9291	 10204	 10042
10345	 1043	 12050	 9245	 10129	 9958
10423	 1143	 12361	 9424	 10032	 9876
11134	 2322	 15150	 9745	 9878	 9766
10492	 1177	 12521	 9669	 9919	 9860
10146	 1063	 11966	 9740	 9493	 9387
10078	 1116	 11993	 9258	 9587	 9476
10163	 1194	 12227	 9349	 9585	 9491
11602	 3476	 17623	 9558	 9615	 9613
10368	 1234	 12475	 9375	 9872	 9752
10155	 1094	 12033	 9360	 9680	 9549
10011	 1012	 11749	 9346	 9514	 9438
10094	 1135	 12059	 9366	 9522	 9429
12323	 1100	 14190	 11414	 11886	 11805
Total runtime = 2.32996s
# File Size:
-rw-r--r--. 1 kduwe iks 94K Aug 18 06:51 /home/urz/kduwe/ht-output/heat-bp3-4nodes.bp
total 6.4G
drwxr-xr-x. 2 kduwe iks    5 Aug 18 06:51 .
drwxr-xr-x. 3 kduwe iks    2 Aug 18 06:51 ..
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.0
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.1
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.2
-rw-r--r--. 1 kduwe iks 1.6G Aug 18 06:51 heat-bp3-4nodes.bp.3
-rw-r--r--. 1 kduwe iks 1.4K Aug 18 06:51 profiling.json

