 
# Runtime = 1
 
# Iteration = 0
# name	elapsed	operations	bytes	total_elapsed	min	max	mean	variation	0.990000	0.900000	0.100000	0.010000
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------
/db/entry/insert 
# Iteration = 1
# name	elapsed	operations	bytes	total_elapsed	min	max	mean	variation	0.990000	0.900000	0.100000	0.010000
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------
/db/entry/insert 
# Iteration = 2
# name	elapsed	operations	bytes	total_elapsed	min	max	mean	variation	0.990000	0.900000	0.100000	0.010000
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------
/db/entry/insert	2.696271	1519.135131	-	2.706040	0.000163	0.001538	0.000329	0.000058	0.000434	0.000385	0.000266	0.000262
/db/entry/insert-batch	1.139622	17970.871043	-	1.141483	0.183960	0.199463	0.189937	0.006403	0.199463	0.199463	0.183960	0.183960
/db/entry/insert-index-single	2.739904	1494.942889	-	2.757256	0.000167	0.001790	0.000334	0.000063	0.000442	0.000391	0.000272	0.000268
/db/entry/insert-batch-index-single	1.120543	14621.482620	-	1.122599	0.217842	0.242804	0.224108	0.009397	0.242804	0.242804	0.217842	0.217842
/db/entry/insert-index-all	2.717218	1507.424137	-	2.725254	0.000182	0.003064	0.000332	0.000067	0.000444	0.000387	0.000269	0.000265
/db/entry/insert-batch-index-all	1.034135	15843.192620	-	1.036059	0.199169	0.216781	0.206827	0.006384	0.216781	0.216781	0.199169	0.199169
/db/entry/insert-index-mixed	2.790709	1467.727377	-	2.808575	0.000168	0.001948	0.000341	0.000062	0.000460	0.000395	0.000274	0.000269
/db/entry/insert-batch-index-mixed	1.169225	14012.700721	-	1.171029	0.226194	0.256735	0.233845	0.011688	0.256735	0.256735	0.226194	0.226194
/db/entry/delete	1.432659	714.754872	-	2.192204	0.000715	0.003334	0.001399	0.000471	0.002084	0.002047	0.000745	0.000731
/db/entry/delete-batch	1.166869	877.562091	-	1.924635	0.132690	0.444733	0.291717	0.117462	0.444733	0.444733	0.132690	0.132690
/db/entry/delete-index-single	1.607403	2548.209752	-	1.850386	0.000323	0.002361	0.000392	0.000063	0.000505	0.000448	0.000331	0.000327
/db/entry/delete-batch-index-single	1.403878	8752.897332	-	2.086135	0.456482	0.484625	0.467959	0.012061	0.484625	0.484625	0.456482	0.456482
/db/entry/delete-index-all	1.585775	2582.964166	-	1.803602	0.000220	0.000705	0.000387	0.000054	0.000493	0.000443	0.000328	0.000324
/db/entry/delete-batch-index-all	1.349016	9108.861570	-	1.978842	0.442930	0.457309	0.449672	0.005904	0.457309	0.457309	0.442930	0.442930
/db/entry/delete-index-mixed	1.624107	2522.001321	-	1.879089	0.000229	0.000959	0.000397	0.000056	0.000514	0.000453	0.000335	0.000331
/db/entry/delete-batch-index-mixed	1.455728	8441.137355	-	2.226335	0.477463	0.499797	0.485242	0.010300	0.499797	0.499797	0.477463	0.477463
/db/entry/update	1.086489	1649.349418	-	1.283165	0.000555	0.001528	0.000606	0.000102	0.000894	0.000771	0.000560	0.000556
/db/entry/update-batch	1.091977	1875.497378	-	1.288883	0.135562	0.139408	0.136497	0.001298	0.139408	0.139408	0.135562	0.135562
/db/entry/update-index-single	1.633820	2507.008116	-	1.877798	0.000240	0.001757	0.000399	0.000058	0.000499	0.000456	0.000339	0.000336
/db/entry/update-batch-index-single	1.335291	9202.488446	-	1.579207	0.422730	0.488559	0.445097	0.030737	0.488559	0.488559	0.422730	0.422730
/db/entry/update-index-all	1.636397	2503.060076	-	1.853104	0.000237	0.000742	0.000400	0.000056	0.000503	0.000457	0.000339	0.000335
/db/entry/update-batch-index-all	1.351392	9092.846487	-	1.669997	0.421441	0.498735	0.450464	0.034365	0.498735	0.498735	0.421441	0.421441
/db/entry/update-index-mixed	1.686935	2428.072214	-	1.942520	0.000240	0.016226	0.000412	0.000255	0.000528	0.000465	0.000346	0.000340
/db/entry/update-batch-index-mixed	1.227098	6675.913415	-	1.483459	0.587574	0.639524	0.613549	0.025975	0.639524	0.639524	0.587574	0.587574
/db/iterator/get-simple	1.018642	753.944958	-	1.360519	0.000976	0.010158	0.001326	0.000322	0.001356	0.001333	0.001307	0.001003
/db/iterator/get-simple-index-single	1.276760	6416.241110	-	1.672331	0.000111	0.000450	0.000156	0.000009	0.000179	0.000164	0.000148	0.000142
