# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp4-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
2557	286	2093	 2654	 2876	 2605
1259	261	814	 1391	 1452	 1381
1199	253	768	 1350	 1366	 1315
1096	241	755	 990	 1357	 1283
1060	276	772	 799	 1375	 1294
1050	279	762	 787	 1363	 1290
1043	273	765	 780	 1348	 1281
1027	264	750	 775	 1290	 1293
897	178	755	 781	 862	 1193
889	76	930	 805	 847	 977
869	74	828	 785	 889	 975
929	146	1150	 781	 819	 967
839	54	904	 774	 829	 851
831	29	854	 784	 827	 859
929	166	1188	 782	 790	 957
829	51	903	 779	 783	 851
831	46	859	 785	 796	 885
809	68	925	 777	 787	 747
904	247	1328	 783	 781	 726
899	230	1293	 778	 787	 741
842	102	1020	 782	 790	 776
785	41	824	 774	 785	 760
801	68	822	 887	 767	 731
819	82	948	 782	 777	 772
775	32	816	 785	 773	 726
773	30	810	 788	 767	 727
782	64	873	 775	 755	 728
874	156	1123	 886	 759	 729
882	220	1263	 768	 760	 737
904	229	1298	 788	 787	 744
892	220	1269	 790	 767	 744
867	173	1160	 786	 777	 748
822	97	978	 786	 777	 750
774	33	792	 789	 772	 745
773	37	795	 791	 776	 732
824	129	1038	 777	 756	 728
783	44	830	 787	 785	 732
756	38	770	 776	 755	 726
779	19	809	 783	 763	 761
821	135	1047	 761	 756	 723
772	50	831	 771	 761	 728
777	51	864	 761	 756	 727
2983	304	3496	 2807	 2855	 2777
919	204	1259	 882	 785	 753
894	199	1239	 801	 783	 753
909	254	1345	 795	 766	 733
886	187	1204	 784	 807	 752
844	122	1052	 784	 785	 756
812	104	983	 785	 757	 725
858	170	1147	 792	 764	 731
763	20	767	 782	 775	 728
819	91	962	 795	 778	 744
876	212	1241	 780	 758	 726
879	212	1243	 778	 763	 734
869	164	1149	 793	 785	 751
894	212	1257	 781	 786	 755
889	209	1250	 799	 770	 737
800	66	896	 781	 780	 746
769	17	766	 786	 782	 742
813	96	965	 793	 769	 728
869	228	1262	 752	 749	 714
895	210	1249	 849	 758	 725
785	47	780	 763	 759	 841
877	214	1245	 771	 764	 730
862	178	1169	 785	 765	 729
760	15	759	 774	 772	 735
791	49	867	 780	 773	 745
806	77	934	 771	 775	 745
870	202	1217	 783	 757	 724
877	210	1241	 774	 760	 733
871	207	1227	 764	 768	 726
889	204	1242	 785	 777	 752
896	197	1236	 785	 756	 807
865	189	1188	 761	 766	 748
763	36	761	 781	 768	 745
840	107	980	 904	 756	 721
934	287	1424	 832	 761	 722
936	283	1420	 833	 761	 733
902	196	1234	 848	 778	 750
957	185	1240	 857	 987	 745
929	201	1246	 952	 784	 736
878	215	1247	 760	 767	 741
855	99	980	 776	 920	 745
818	84	947	 768	 829	 729
792	50	827	 769	 845	 728
910	216	1275	 775	 850	 742
910	214	1262	 761	 891	 728
894	217	1263	 768	 808	 740
920	206	1254	 763	 920	 745
899	219	1276	 781	 791	 749
880	222	1262	 765	 766	 729
885	216	1259	 765	 767	 750
885	210	1243	 791	 768	 741
901	217	1276	 779	 800	 749
885	219	1261	 773	 762	 746
836	121	1045	 779	 774	 746
878	229	1272	 757	 758	 727
882	222	1265	 779	 758	 727
887	222	1271	 777	 767	 733
906	220	1287	 780	 800	 757
958	273	1425	 799	 855	 755
Total runtime = 0.145729s

# --- Read time in mikroseconds ---
# MPI_Comm_size: 4
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# inputOutput: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# analysisOutput: /home/urz/kduwe/ht-output/heat-bp4-analysis-output.bp
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
860662	1430704	9385	 3338568	 49126	 45569
23345	10530	6093	 34449	 27753	 25088
23572	12987	5506	 25719	 21116	 41948
35785	19648	5431	 31937	 49492	 56281
39734	19475	6030	 49701	 51347	 51858
24892	12344	5371	 36249	 34723	 23226
26962	12483	5396	 33322	 35583	 33549
27133	12709	6104	 28222	 35726	 38481
27439	13627	5374	 36630	 40529	 27225
35656	18068	5397	 44128	 52908	 40194
28582	13137	5863	 36303	 35047	 37115
22830	11084	5357	 22575	 35494	 27896
24683	11299	5373	 33363	 31719	 28279
18470	7040	6397	 23928	 22398	 21159
19184	9726	4013	 22597	 19261	 30868
25318	12510	3668	 32458	 33220	 31929
29112	14988	3642	 39435	 32910	 40462
23313	11254	3927	 29028	 31684	 28614
19123	9286	3501	 20731	 26169	 26094
25332	12812	3504	 31540	 30013	 36272
39214	20680	3502	 48771	 53216	 51370
21674	10497	4836	 20826	 30482	 30554
22055	10992	3825	 22978	 31064	 30355
35503	18413	3843	 42716	 46531	 48923
31854	15589	5587	 34842	 42431	 44557
21914	9500	5615	 25686	 27028	 29328
21711	9887	5551	 21771	 29510	 30015
19448	7841	5904	 24695	 23144	 24052
21165	10244	5418	 30432	 18714	 30099
32772	15741	5614	 39616	 42625	 43236
30999	15598	4508	 44785	 36800	 37905
32569	15672	5786	 40724	 38350	 45418
32273	15570	5441	 43548	 39190	 40915
25884	11739	5581	 33664	 32167	 32125
24970	11789	4977	 27724	 33707	 33472
73902	88590	4526	 226052	 31056	 33977
33797	16468	5493	 44199	 39987	 45509
