
# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 2048 	 2048 	 100 	 10

# Mean 	 Sdev 	 Rank 0
284185	 14612	 295615	 259096	 291303	 290727
319073	 48998	 369538	 366484	 273079	 267194
281782	 1150	 283580	 281634	 281200	 280715
260416	 1285	 262359	 259884	 259716	 259708
295365	 7611	 304083	 287872	 301782	 287723
289942	 9353	 299954	 277416	 297894	 284504
222081	 1196	 223870	 221764	 221250	 221443
301614	 17001	 319382	 316476	 291883	 278716
420754	 1047	 422510	 420465	 420294	 419747
383790	 1504	 386148	 383535	 383213	 382265
327722	 3263	 331893	 329923	 324358	 324714
313085	 3014	 318295	 311663	 311115	 311267
316971	 70600	 388433	 237034	 386035	 256382
273377	 7181	 281936	 279019	 266720	 265833
705963	 434078	 1141619	 251069	 1137948	 293218
269783	 6649	 277286	 263262	 275499	 263086
294992	 4073	 299738	 288828	 296945	 294460
298970	 1373	 301132	 298525	 298186	 298039
241258	 1392	 243447	 240677	 240886	 240024
289173	 10991	 295556	 270136	 295417	 295583
303776	 46772	 355332	 345497	 257740	 256537
258803	 8696	 267429	 250694	 267550	 249539
281648	 5137	 286124	 273881	 286348	 280241
269762	 5235	 274432	 275531	 264392	 264693
290547	 8831	 299615	 299132	 282083	 281358
316252	 12181	 321865	 295205	 324017	 323921
250396	 57704	 306820	 309274	 195934	 189559
322416	 7535	 328355	 331394	 314939	 314976
279026	 959	 277847	 279183	 280099	 278977
1939622	 967140	 2504872	 264505	 2494724	 2494390
286050	 1098	 285848	 284455	 287106	 286792
349976	 844	 349492	 350342	 350470	 349603
279172	 18234	 291927	 281710	 294367	 248685
265524	 11187	 276385	 277032	 254495	 254184
287482	 30117	 304516	 235320	 305467	 304625
297730	 2354	 300463	 294188	 299092	 297177
329647	 48375	 356935	 245862	 358051	 357740
298375	 55884	 353149	 354651	 251748	 233954
242382	 23678	 265860	 215067	 265941	 222663
293483	 4187	 294329	 286470	 296714	 296421
255476	 16924	 271848	 239210	 272932	 237914
309198	 5897	 314508	 303194	 315578	 303515
277979	 442	 277338	 278278	 278485	 277815
278262	 716	 278091	 278433	 278667	 277860
308882	 27992	 346049	 291680	 323965	 273836
288326	 1170	 286721	 289316	 288603	 288667
273569	 29623	 290074	 222268	 291133	 290802
295426	 66966	 361676	 225986	 363053	 230992
305010	 24072	 328680	 329475	 280828	 281058
265886	 10116	 271459	 248379	 271689	 272018
229672	 4873	 233202	 232840	 231304	 221343
269568	 2960	 272199	 272840	 266636	 266597
286629	 2938	 288408	 281641	 287925	 288544
283659	 7273	 290278	 291068	 279238	 274054
287463	 10840	 293346	 268691	 293985	 293830
311586	 25905	 327969	 266748	 325593	 326035
300466	 472	 300050	 300514	 300805	 300496
329597	 224	 329285	 329741	 329867	 329495
278973	 859	 277994	 279305	 279310	 279286
296479	 8740	 311614	 291738	 291256	 291308
324495	 56275	 378343	 379625	 289889	 250123
281410	 685	 281357	 281238	 281783	 281265
297595	 3337	 300485	 294332	 301352	 294211
301261	 5701	 304808	 304141	 304699	 291396
304149	 32414	 333153	 333795	 294340	 255310
238870	 17228	 247893	 209066	 250024	 248498
319637	 23050	 335268	 336895	 326002	 280386
311323	 903	 310138	 311608	 312025	 311523
309282	 40554	 349769	 274784	 349473	 263105
263181	 26276	 282390	 268546	 282994	 218797
250659	 22640	 262929	 211454	 264303	 263950
310655	 56756	 343610	 212359	 343777	 342877
267176	 15175	 276083	 240920	 276257	 275447
300207	 42821	 340282	 239689	 340893	 279966
368224	 3527	 374334	 366239	 366191	 366132
291789	 889	 290409	 292298	 292360	 292090
299788	 5146	 305188	 304618	 295198	 294149
261492	 29931	 278199	 209658	 278829	 279283
280633	 3936	 284471	 284521	 277338	 276205
244325	 21234	 256580	 207567	 257124	 256032
264686	 20748	 275715	 228779	 277083	 277170
354733	 681	 354902	 354433	 355195	 354404
244263	 21871	 265828	 222960	 266422	 221844
301025	 12291	 312788	 313798	 288951	 288566
321259	 56619	 378091	 377658	 264483	 264807
339862	 6060	 346741	 344930	 334859	 332919
252361	 5021	 257369	 257321	 247369	 247388
305739	 478	 304970	 306260	 305758	 305968
306771	 41223	 330467	 235370	 330743	 330504
316789	 17375	 341836	 292759	 316761	 315803
266546	 15147	 274949	 240319	 275919	 274997
299742	 53201	 346666	 217692	 347050	 287562
305789	 669	 305950	 306332	 305446	 305430
1762110	 314	 1761643	 1762483	 1762288	 1762026
257084	 44124	 281731	 180670	 283239	 282698
248467	 25461	 273930	 223221	 273917	 222802
237056	 32377	 269218	 204606	 269649	 204751
334366	 11939	 345794	 346806	 322468	 322396
874423	 587795	 1461195	 277662	 1463171	 295666
278444	 2429	 280178	 281354	 276469	 275777
Total runtime = 41.6348s
total 26G
drwxr-xr-x. 2 kduwe iks    7 Aug 14 23:12 .
drwxr-xr-x. 8 kduwe iks    8 Aug  5 21:58 ..
-rw-r--r--. 1 kduwe iks 6.4G Aug 14 23:12 data.0
-rw-r--r--. 1 kduwe iks 6.4G Aug 14 23:12 data.1
-rw-r--r--. 1 kduwe iks 6.4G Aug 14 23:12 data.2
-rw-r--r--. 1 kduwe iks 6.4G Aug 14 23:12 data.3
-rw-r--r--. 1 kduwe iks 104K Aug 14 23:12 md.0
-rw-r--r--. 1 kduwe iks 6.4K Aug 14 23:12 md.idx
-rw-r--r--. 1 kduwe iks 1.4K Aug 14 23:12 profiling.json

# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# MPI_Comm_size: 4
# N 	 M 	 nx 	 ny 	 steps 	 iterations
2 	 2 	 4096 	 4096 	 100 	 10

# Mean 	 Sdev 	 Rank 0
868389	 5708	 858864	 871250	 870307	 873138
849794	 14096	 864758	 862909	 834927	 836584
869238	 4354	 873274	 861993	 870540	 871146
936196	 5652	 926542	 939943	 939935	 938365
903789	 116372	 1011401	 784246	 1028551	 790960
841286	 6915	 839266	 852945	 837723	 835211
852652	 39930	 881311	 897077	 837447	 794774
999404	 92625	 1085539	 906598	 1098295	 907185
953502	 15155	 953017	 929006	 966584	 965404
860986	 11167	 858699	 843736	 870659	 870853
897243	 4427	 893174	 892699	 901054	 902047
896623	 3590	 893537	 895201	 902502	 895254
871089	 3706	 865213	 873610	 874034	 871502
935371	 41860	 972931	 893259	 981289	 894008
792469	 10927	 791431	 775090	 801433	 801925
843837	 32188	 860431	 870956	 854982	 788979
862852	 5371	 857581	 857588	 867431	 868810
841192	 5480	 841913	 849737	 836146	 836974
851207	 20536	 870536	 830739	 872917	 830636
821915	 7075	 825969	 815707	 831349	 814637
913961	 3043	 908961	 915744	 915706	 915435
926523	 2539	 922751	 926965	 929219	 927159
844339	 18889	 857580	 868121	 826534	 825121
906460	 28178	 934876	 878159	 934369	 878438
911614	 8628	 915418	 904214	 923864	 902962
913998	 13070	 921577	 902759	 931526	 900130
800384	 5874	 797443	 810189	 795386	 798521
813082	 3632	 813662	 818608	 809124	 810935
930154	 23804	 957440	 938079	 933035	 892062
859397	 9262	 870315	 866684	 851232	 849359
784477	 3322	 789532	 780278	 784596	 783502
1197943	 294902	 1493950	 897730	 1491690	 908402
882906	 42279	 910584	 809769	 904670	 906601
854592	 10136	 862342	 837270	 860674	 858083
788354	 2243	 791648	 787997	 787807	 785966
783747	 12786	 796395	 796587	 772180	 769827
868087	 11037	 879507	 854412	 878315	 860115
862704	 1688	 863735	 862393	 863896	 860795
979933	 83982	 1125253	 925698	 935181	 933602
934293	 46701	 961572	 853601	 965490	 956510
868891	 2390	 871995	 869321	 865533	 868716
860527	 2446	 860077	 862337	 862530	 857167
977221	 7811	 983674	 986148	 968980	 970084
896002	 38921	 935605	 842167	 930395	 875843
894969	 3236	 893027	 892618	 900263	 893970
880939	 2047	 883289	 878293	 882191	 879984
872631	 5709	 878700	 863305	 875056	 873463
830013	 26514	 853942	 858954	 802834	 804324
931549	 5028	 937359	 935628	 926574	 926636
821080	 2144	 821587	 824286	 819919	 818528
819564	 7140	 823920	 814462	 828706	 811171
854669	 2589	 857466	 854078	 856414	 850718
861466	 19697	 882918	 841660	 879259	 842030
928816	 2371	 929463	 925013	 929248	 931540
921244	 4698	 918580	 921530	 928466	 916403
905917	 4590	 906037	 906581	 911775	 899278
865255	 3258	 867118	 860756	 869004	 864144
842533	 10836	 850259	 823966	 847102	 848808
848203	 3222	 849448	 846404	 852556	 844406
835515	 3090	 838926	 832493	 838122	 832520
910381	 11455	 919616	 890754	 915119	 916035
837276	 3363	 837025	 833395	 842220	 836467
872957	 7971	 879046	 882567	 865982	 864233
852119	 1586	 852255	 850824	 853838	 851562
872554	 3364	 872098	 878175	 869698	 870245
839095	 11928	 843309	 820752	 853692	 838628
864698	 10317	 873124	 854398	 876632	 854641
885630	 4676	 882035	 881289	 892672	 886527
825323	 2911	 824969	 821819	 829904	 824600
938441	 3350	 937493	 936431	 943911	 935931
819147	 12470	 826929	 802564	 834677	 812418
902442	 4499	 904097	 901843	 908059	 895770
933552	 92985	 987696	 772503	 986550	 987460
859796	 1223	 860893	 859512	 858707	 860074
896670	 2313	 893315	 897598	 899059	 896710
846752	 1800	 849114	 846513	 845687	 845697
853940	 4903	 860510	 854603	 847061	 853589
894449	 3438	 891437	 900024	 893539	 892798
859517	 20225	 876609	 870566	 865750	 825144
797946	 1266	 797251	 796900	 798567	 799068
884554	 5357	 878833	 885947	 892440	 880999
827045	 7864	 830961	 817126	 837542	 822553
876245	 3506	 873850	 874143	 881934	 875056
886522	 15701	 899715	 893780	 892858	 859736
890218	 3257	 889732	 887857	 895567	 887717
843531	 3203	 838952	 846603	 846262	 842308
920805	 36276	 958358	 955639	 887348	 881878
813016	 14214	 824666	 812818	 824710	 789870
883745	 4877	 890789	 877501	 882658	 884035
888959	 6691	 889691	 879220	 897913	 889014
1060909	 1525	 1060816	 1059144	 1060757	 1062920
945850	 11256	 953456	 935686	 960106	 934155
892916	 5167	 890046	 886068	 898929	 896622
877751	 6047	 886808	 878886	 874811	 870500
772154	 3724	 771456	 768550	 778056	 770557
827008	 2448	 827289	 830804	 824204	 825735
843103	 5708	 844780	 839217	 851623	 836792
868282	 1406	 865924	 868562	 869081	 869561
914719	 5537	 924055	 911267	 912405	 911152
955218	 100213	 1055579	 1055266	 855930	 854100
Total runtime = 111.016s
total 102G
drwxr-xr-x. 2 kduwe iks    7 Aug 14 23:14 .
drwxr-xr-x. 8 kduwe iks    8 Aug  5 21:58 ..
-rw-r--r--. 1 kduwe iks  26G Aug 14 23:14 data.0
-rw-r--r--. 1 kduwe iks  26G Aug 14 23:14 data.1
-rw-r--r--. 1 kduwe iks  26G Aug 14 23:14 data.2
-rw-r--r--. 1 kduwe iks  26G Aug 14 23:14 data.3
-rw-r--r--. 1 kduwe iks 104K Aug 14 23:14 md.0
-rw-r--r--. 1 kduwe iks 6.4K Aug 14 23:14 md.idx
-rw-r--r--. 1 kduwe iks 1.4K Aug 14 23:14 profiling.json

# --- Write time in mikroseconds ---
# configfile: mein-adios-fork/examples/heatTransfer/heat_bp4_sync.xml
# outputfile: /home/urz/kduwe/ht-output/heat-bp4-4nodes.bp
# MPI_Comm_size: 12
# N 	 M 	 nx 	 ny 	 steps 	 iterations
4 	 3 	 1024 	 1024 	 100 	 10

# Mean 	 Sdev 	 Rank 0
223137	 39642	 256979	 168924	 244266	 249933	 254099	 166606	 253615	 249825	 250051	 249926	 166823	 166608
176109	 40782	 208198	 144695	 191939	 203553	 204988	 99409	 204702	 142838	 205001	 204603	 203921	 99472
184924	 39167	 246945	 208310	 204732	 206269	 206596	 131377	 206472	 131962	 206539	 206230	 132282	 131378
283647	 73105	 369133	 310566	 173327	 307945	 308488	 85819	 308013	 307976	 308225	 308010	 308313	 307955
178580	 25789	 201280	 135669	 191202	 191537	 192093	 133875	 192019	 187820	 198207	 197780	 187746	 133735
219251	 100543	 371930	 106087	 174553	 174803	 166056	 103892	 166028	 105313	 369088	 368725	 281861	 242682
166372	 42138	 203033	 147301	 193080	 198272	 198300	 86177	 198188	 144885	 198292	 198047	 144894	 86000
165845	 43491	 202232	 140730	 142024	 198987	 199217	 85931	 199112	 199239	 199202	 198876	 138899	 85700
205082	 34272	 240720	 149999	 210584	 210851	 228449	 148056	 226668	 211271	 237850	 237510	 211052	 147984
212507	 55244	 252205	 158654	 248218	 248797	 248881	 83478	 249083	 249283	 249210	 248829	 156827	 156630
229087	 60349	 277181	 177382	 269560	 269459	 268607	 117898	 268788	 268987	 268911	 268699	 175549	 118024
189396	 41651	 227174	 165404	 200250	 212869	 224610	 107830	 224522	 213095	 213085	 212678	 163628	 107612
192483	 38266	 225462	 163391	 202103	 214521	 222761	 161525	 222404	 214494	 214302	 214417	 161303	 93117
186346	 41460	 220063	 147397	 189285	 216171	 216895	 90257	 216774	 145539	 216268	 215978	 215987	 145543
164336	 35979	 192985	 146171	 165518	 189398	 189502	 92971	 189452	 189613	 189540	 189640	 144134	 93115
152580	 40997	 187962	 120458	 180213	 185303	 185375	 118100	 184992	 118918	 185074	 185119	 117887	 61561
160435	 46807	 199940	 141792	 186022	 195151	 197062	 69177	 196790	 140249	 195170	 194891	 139628	 69359
166172	 38176	 216303	 132197	 212846	 213038	 171862	 130376	 171566	 130464	 180399	 179803	 169231	 85983
187201	 56333	 232039	 146417	 215286	 222507	 229512	 78515	 229499	 145512	 222582	 222390	 222283	 79877
187150	 55805	 230433	 150860	 216415	 218274	 227822	 77718	 227874	 218792	 225236	 224983	 148283	 79119
207327	 17131	 238525	 200343	 188530	 198377	 198509	 198605	 198468	 198597	 235730	 235449	 198283	 198510
173249	 53253	 220391	 142970	 201133	 215260	 217201	 75957	 217181	 141582	 215339	 215045	 140920	 76009
172726	 34191	 216469	 169868	 168270	 168577	 168404	 80571	 168310	 167828	 214448	 214277	 167677	 168013
158676	 40196	 195386	 128258	 190370	 190573	 190643	 91849	 190759	 126446	 190875	 190648	 126084	 92224
199292	 29605	 248512	 178220	 202929	 215594	 176762	 175935	 176246	 176016	 244928	 244695	 175693	 175978
191311	 29160	 235599	 161994	 231662	 231969	 200104	 160135	 197920	 160116	 197967	 198007	 160132	 160133
191565	 61851	 244009	 157181	 240895	 240896	 237374	 77210	 237460	 155874	 237625	 237102	 156006	 77157
168532	 45733	 217673	 141568	 164463	 191976	 213091	 82202	 213009	 192337	 192263	 192089	 139457	 82258
172660	 44779	 208927	 148342	 162221	 205560	 205819	 85879	 205347	 146332	 205776	 205398	 205312	 87016
204150	 39922	 251208	 143945	 221226	 221526	 249227	 141657	 248914	 193176	 221872	 221779	 193493	 141785
194127	 54219	 250117	 196685	 232812	 247079	 247224	 107774	 246729	 194738	 195180	 194901	 108728	 107567
170859	 55720	 219899	 141150	 189041	 216919	 217085	 68406	 216837	 139104	 217183	 216939	 139348	 68401
174987	 38212	 214383	 113279	 169991	 191118	 191370	 111326	 191081	 191059	 211939	 211756	 191246	 111300
238447	 68159	 296847	 179612	 203702	 290405	 290582	 83365	 290219	 177534	 290569	 290419	 290409	 177709
239472	 68580	 295683	 220050	 253369	 292766	 292880	 102433	 292527	 217824	 292890	 292787	 218091	 102374
223166	 87647	 350083	 138438	 346278	 346179	 283098	 241920	 197777	 188341	 188873	 188632	 136800	 71580
186671	 56551	 233695	 153594	 230442	 230257	 230457	 84364	 230129	 150938	 230551	 229967	 152666	 83000
220467	 67144	 268667	 189003	 240750	 265176	 265373	 83911	 265186	 188449	 265263	 265039	 265079	 83713
205569	 50923	 264039	 144857	 259995	 260227	 196697	 142711	 196100	 142892	 260186	 260187	 196317	 142628
191733	 53636	 246199	 203856	 201612	 201375	 242747	 78446	 242480	 201343	 201417	 201574	 201291	 78461
168336	 35254	 199408	 110133	 194642	 194426	 196275	 108178	 196034	 178398	 178119	 178126	 178217	 108078
240202	 93896	 388674	 139430	 228368	 236251	 384595	 137275	 384258	 236542	 236218	 236333	 137246	 137244
168281	 40434	 203654	 146551	 191965	 200319	 200312	 93798	 200113	 144875	 200118	 199860	 144266	 93542
226885	 62986	 276700	 178461	 191092	 258514	 273071	 103601	 272841	 258747	 273016	 272973	 258361	 105246
169607	 49962	 216142	 146779	 175209	 196679	 196835	 69169	 196275	 195945	 213007	 213079	 146328	 69842
192387	 59930	 239544	 154540	 231985	 231887	 236329	 74941	 235889	 225505	 225428	 225342	 152462	 74802
234295	 92287	 354947	 142548	 227451	 227363	 351518	 81504	 350999	 303691	 240647	 224754	 224753	 81374
170728	 46776	 205824	 167279	 193075	 201935	 202143	 71258	 201768	 165313	 201815	 201400	 164799	 72136
177707	 23060	 200382	 152038	 196632	 196812	 196742	 149967	 196618	 150178	 196425	 196590	 150018	 150085
179306	 51437	 222646	 140888	 219073	 218868	 202895	 82285	 202701	 139132	 218974	 219046	 202863	 82305
186747	 31777	 217201	 137829	 213707	 213672	 208549	 135457	 208351	 176946	 208368	 208683	 176683	 135527
172454	 42231	 209349	 135158	 192421	 199696	 199752	 133293	 199569	 133356	 199502	 199349	 199400	 68603
192566	 38350	 222062	 135258	 153249	 219297	 219223	 133239	 218896	 219184	 218958	 219082	 218970	 133383
338068	 110394	 432199	 167545	 237978	 410828	 417009	 165647	 416930	 411070	 410788	 410557	 410513	 165754
230310	 44642	 286481	 166619	 221771	 221968	 282903	 164586	 282958	 222227	 264085	 263744	 221681	 164698
310199	 78037	 393514	 338954	 210146	 336611	 336623	 87188	 336571	 336824	 336639	 336361	 336325	 336633
172480	 44235	 207872	 121707	 195207	 195223	 204599	 61194	 204334	 183262	 196716	 196790	 183081	 119779
200638	 35434	 240584	 144038	 209196	 210797	 237959	 141807	 237546	 211201	 210846	 210797	 210978	 141908
191988	 40215	 229918	 146083	 226459	 226668	 208373	 94302	 207903	 193943	 215405	 216101	 194307	 144401
266121	 80755	 385554	 188203	 380685	 380933	 342111	 186199	 250717	 186336	 260229	 260089	 186206	 186200
216989	 54930	 276029	 202396	 242387	 253934	 254089	 106327	 253765	 200493	 253830	 253924	 200415	 106280
257900	 92535	 346447	 306362	 171005	 304123	 304205	 70843	 304118	 304367	 304235	 304135	 304194	 70766
199300	 46724	 233876	 160373	 218155	 229949	 230843	 158550	 230767	 229966	 229965	 229940	 158494	 80730
178866	 53107	 220555	 142598	 200033	 213788	 217154	 76090	 217171	 213967	 213796	 213808	 141216	 76217
175884	 41697	 219562	 111536	 216316	 216341	 212283	 109625	 212172	 172693	 181096	 180965	 168402	 109623
232202	 76164	 351768	 187121	 348425	 348387	 273914	 234711	 185082	 185238	 185182	 185234	 185276	 116097
226666	 93944	 357694	 151600	 209022	 208958	 354539	 89597	 354136	 302511	 243844	 208860	 149652	 89588
167100	 40485	 204294	 139346	 175052	 199564	 201022	 71692	 201070	 137144	 200988	 200875	 137085	 137073
231927	 28839	 315718	 270204	 221414	 219487	 219651	 219416	 219437	 219531	 219582	 219536	 219597	 219554
283964	 83112	 372330	 148480	 210381	 210415	 368825	 146018	 368575	 304481	 358066	 357988	 304448	 257572
224029	 96287	 381088	 154573	 186923	 207794	 377429	 75598	 377178	 152385	 207856	 207695	 207772	 152058
214241	 68846	 271883	 150321	 262475	 262329	 246150	 74959	 246091	 245874	 245616	 245267	 245285	 74643
301035	 97958	 442783	 195898	 354849	 354473	 307880	 193266	 249455	 193626	 439150	 438777	 249175	 193095
202402	 40819	 243029	 146742	 223987	 223631	 227123	 144328	 226981	 223728	 239462	 239391	 146299	 144126
167323	 43772	 212187	 138260	 163547	 192123	 209181	 85600	 208860	 192113	 191861	 191749	 136050	 86353
197691	 60993	 263187	 179099	 171933	 176913	 239060	 84227	 239179	 177175	 259211	 258952	 239307	 84052
262141	 74001	 337986	 131225	 334716	 334189	 301205	 245576	 185909	 128934	 317830	 317916	 273773	 236437
236677	 114123	 426706	 205012	 203485	 203096	 202792	 115563	 202636	 115924	 423203	 423199	 202950	 115558
226798	 84696	 357867	 137080	 202632	 202278	 187702	 134359	 187647	 175736	 354314	 354137	 293435	 134390
274250	 118833	 395098	 148763	 204683	 391471	 391352	 146080	 391577	 146489	 391663	 391395	 146326	 146109
182572	 46680	 231860	 149844	 202039	 202706	 228273	 95262	 228335	 203011	 203109	 203070	 147945	 95419
152292	 34440	 184589	 131889	 177915	 177613	 181214	 129978	 181292	 130526	 169245	 169121	 129891	 64232
159759	 29333	 193097	 114175	 189437	 189351	 179666	 111972	 179527	 161068	 163009	 162910	 160933	 111967
201240	 47219	 245269	 163778	 210527	 226528	 242016	 161418	 242266	 226866	 226662	 226138	 161598	 81817
187278	 32407	 222190	 188969	 186527	 186693	 219211	 90653	 219199	 187021	 186718	 186674	 186768	 186724
166854	 44377	 213128	 131201	 182078	 183814	 210140	 86489	 210062	 183968	 192822	 192738	 129279	 86533
248553	 87804	 400195	 183148	 213197	 222430	 222463	 181425	 222372	 181537	 396745	 396626	 181309	 181193
217107	 55023	 262089	 209739	 210699	 259399	 259755	 105166	 259390	 207640	 259411	 259334	 207494	 105175
183711	 34115	 215941	 154643	 212737	 212691	 196906	 152608	 196875	 152886	 206050	 205991	 196942	 100268
228543	 100049	 378534	 123302	 169343	 169356	 169360	 120904	 169349	 121044	 371422	 371307	 313883	 264715
249190	 41019	 280981	 187441	 210282	 277175	 278042	 184929	 278016	 277295	 277198	 277082	 277049	 184796
198703	 60228	 259581	 103216	 256073	 256205	 201878	 102654	 201613	 200581	 250423	 250298	 200774	 101140
197661	 38888	 259662	 158492	 173299	 196340	 203462	 156337	 202765	 156031	 256705	 256488	 196193	 156166
195317	 26318	 217547	 151684	 214275	 214196	 206967	 149427	 206635	 206568	 210564	 210050	 206656	 149236
